price,amenities_count,ciudad,idx_original,kmeans_cluster,jer_cluster,dbscan_cluster,amenities,number_of_reviews_ltm,host_listings_count,estimated_occupancy_l365d,estimated_revenue_l365d
162.0,22,Atenas,7125,2,0,0,"[""Heating"", ""Refrigerator"", ""Microwave"", ""Iron"", ""Essentials"", ""First aid kit"", ""Paid parking off premises"", ""Coffee maker"", ""Dishes and silverware"", ""TV"", ""Hangers"", ""Free street parking"", ""Shampoo"", ""Kitchen"", ""Private entrance"", ""Hair dryer"", ""Air conditioning"", ""Elevator"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Host greets you""]",5,48.0,30,4860.0
38.0,13,Atenas,6136,2,0,0,"[""Shampoo"", ""Wifi"", ""City skyline view"", ""Iron"", ""Air conditioning"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Elevator"", ""Free street parking"", ""Washer"", ""Kitchen""]",44,4.0,255,9690.0
54.0,22,Atenas,18098,2,0,0,"[""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Paid parking on premises"", ""First aid kit"", ""TV"", ""High chair"", ""Oven"", ""Air conditioning"", ""Clothing storage: closet"", ""Dining table"", ""Pitsos refrigerator"", ""Hangers"", ""Bikes"", ""Shampoo"", ""Wifi"", ""Electric stove"", ""Coffee maker"", ""Microwave"", ""Private entrance"", ""Kitchen""]",3,,18,972.0
147.0,33,Atenas,16047,0,0,0,"[""Outdoor shower"", ""Mini fridge"", ""Mosquito net"", ""Dishes and silverware"", ""TV"", ""Drying rack for clothing"", ""Safe"", ""Wine glasses"", ""Exterior security cameras on property"", ""Iron"", ""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Central heating"", ""Coffee maker: Nespresso"", ""Free parking on premises"", ""Shower gel"", ""Outdoor dining area"", ""Self check-in"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Room-darkening shades"", ""Crib"", ""Shampoo"", ""Wifi"", ""Trash compactor"", ""Microwave"", ""Hair dryer"", ""Hot water kettle"", ""Sun loungers"", ""Smart lock"", ""Fire extinguisher""]",0,7.0,0,0.0
138.0,45,Atenas,13831,0,0,0,"[""Long term stays allowed"", ""Keypad"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Smoke alarm"", ""TV"", ""Heating"", ""Refrigerator"", ""Safe"", ""Wine glasses"", ""Exterior security cameras on property"", ""Oven"", ""Iron"", ""Air conditioning"", ""Ceiling fan"", ""Induction stove"", ""Hot water"", ""Bed linens"", ""Laundromat nearby"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Essentials"", ""Olive Era body soap"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Coffee maker: espresso machine, french press, Nespresso"", ""Freezer"", ""Kitchen"", ""Wifi"", ""Clothing storage: wardrobe"", ""Paid parking garage off premises"", ""Cleaning available during stay"", ""Olive Era shampoo"", ""Hair dryer"", ""Hot water kettle"", ""Olive Era conditioner"", ""Cooking basics"", ""Elevator"", ""Fire extinguisher"", ""Toaster""]",37,3.0,222,30636.0
43.0,9,Atenas,11414,2,0,0,"[""Wifi"", ""Self check-in"", ""Lockbox"", ""Iron"", ""Air conditioning"", ""Hair dryer"", ""Cooking basics"", ""TV"", ""Kitchen""]",0,2.0,0,0.0
49.0,45,Atenas,15270,0,0,0,"[""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Smoke alarm"", ""Heating - split type ductless system"", ""First aid kit"", ""Drying rack for clothing"", ""Refrigerator"", ""Wine glasses"", ""Artisti italiani shampoo"", ""Lockbox"", ""Iron"", ""Outdoor furniture"", ""Air conditioning"", ""Induction stove"", ""Hot water"", ""Booster seat high chair - always at the listing"", ""42 inch HDTV"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Hangers"", ""Private patio or balcony"", ""Coffee maker: drip coffee maker"", ""Essentials"", ""Free street parking"", ""Freezer"", ""Kitchen"", ""Baking sheet"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Cleaning available during stay"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Elevator"", ""Fire extinguisher"", ""Artisti Italiani body soap""]",16,2.0,96,4704.0
144.0,35,Atenas,12160,0,0,0,"[""Mini fridge"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""TV"", ""Pack \u2019n play/Travel crib - available upon request"", ""Exterior security cameras on property"", ""Conditioner"", ""Body soap"", ""Hot water"", ""Bed linens"", ""Coffee maker: Nespresso"", ""Private living room"", ""Dedicated workspace"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Essentials"", ""Mountain view"", ""Free street parking"", ""Room-darkening shades"", ""Crib"", ""Shampoo"", ""Wifi"", ""City skyline view"", ""Lock on bedroom door"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Cleaning available during stay"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Park view"", ""Elevator"", ""Kitchen""]",0,11.0,0,0.0
71.0,33,Atenas,8636,0,0,0,"[""Long term stays allowed"", ""Stove"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""TV"", ""Heating"", ""Refrigerator"", ""Patio or balcony"", ""Oven"", ""Iron"", ""Lockbox"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Self check-in"", ""Hangers"", ""Coffee maker: drip coffee maker"", ""Essentials"", ""Children\u2019s books and toys"", ""Free street parking"", ""Room-darkening shades"", ""Crib"", ""Shampoo"", ""Wifi"", ""Luggage dropoff allowed"", ""Microwave"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Washer"", ""Kitchen""]",16,1.0,96,6816.0
159.0,52,Atenas,11615,0,0,0,"[""Coffee maker: espresso machine, Nespresso"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Heating - split type ductless system"", ""First aid kit"", ""Drying rack for clothing"", ""Refrigerator"", ""Wine glasses"", ""Conditioner"", ""Lockbox"", ""Iron"", ""Body soap"", ""Outdoor furniture"", ""Hot water"", ""Other stainless steel electric stove"", ""Bed linens"", ""Central heating"", ""Clothing storage: closet and dresser"", ""Laundromat nearby"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Paid crib - available upon request"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Room-darkening shades"", ""Bathtub"", ""Freezer"", ""43 inch HDTV with Netflix, standard cable"", ""Ethernet connection"", ""Shampoo"", ""Wifi"", ""City skyline view"", ""Paid parking garage off premises"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Single level home"", ""Stainless steel oven"", ""Babysitter recommendations"", ""Cooking basics"", ""Elevator"", ""Kitchen"", ""Toaster""]",12,27.0,72,11448.0
87.0,34,Atenas,12229,0,0,0,"[""Mini fridge"", ""Long term stays allowed"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Refrigerator"", ""Patio or balcony"", ""Wine glasses"", ""Exterior security cameras on property"", ""Lockbox"", ""Iron"", ""Body soap"", ""Outdoor furniture"", ""60 inch HDTV"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Clothing storage: dresser"", ""Coffee"", ""Hangers"", ""Kitchenette"", ""Coffee maker: drip coffee maker"", ""Essentials"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Elevator""]",33,41.0,198,17226.0
118.0,45,Atenas,7526,0,0,0,"[""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking off premises"", ""First aid kit"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Refrigerator"", ""Wine glasses"", ""Lockbox"", ""Iron"", ""Body soap"", ""Outdoor furniture"", ""Induction stove"", ""Toaster"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Shower gel"", ""Pets allowed"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Sound system"", ""Private patio or balcony"", ""Essentials"", ""Crib"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Clothing storage: wardrobe"", ""Carbon monoxide alarm"", ""Microwave"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Cooking basics"", ""Elevator"", ""Washer"", ""Kitchen"", ""Books and reading material""]",32,1.0,192,22656.0
21.0,4,Atenas,16521,2,0,0,"[""Kitchen"", ""Air conditioning"", ""Smoking allowed"", ""TV""]",8,2.0,48,1008.0
37.0,10,Atenas,6130,2,0,0,"[""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Stove"", ""Dishes and silverware"", ""Cooking basics"", ""Heating"", ""Refrigerator"", ""Washer"", ""Kitchen""]",0,2.0,0,0.0
148.0,9,Atenas,18111,2,0,0,"[""Wifi"", ""Exterior security cameras on property"", ""Air conditioning"", ""TV"", ""Kitchen"", ""Washer"", ""Fire extinguisher"", ""Free parking on premises"", ""Dedicated workspace""]",0,58.0,0,0.0
49.0,13,Atenas,13293,2,0,0,"[""Wifi"", ""Shower gel"", ""Conditioner"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Hair dryer"", ""Smoke alarm"", ""First aid kit"", ""TV"", ""Host greets you"", ""Fire extinguisher"", ""Dedicated workspace""]",3,6.0,18,882.0
37.0,17,Atenas,14830,2,0,0,"[""Shampoo"", ""Wifi"", ""Shower gel"", ""Courtyard view"", ""TV"", ""Mini fridge"", ""Body soap"", ""Hangers"", ""Hair dryer"", ""Air conditioning"", ""Hot water kettle"", ""Essentials"", ""Hot water"", ""Clothing storage"", ""Bed linens"", ""Room-darkening shades"", ""Elevator""]",3,121.0,18,666.0
50.0,35,Atenas,14364,0,0,0,"[""Mini fridge"", ""Stove"", ""Cleaning products"", ""Dishes and silverware"", ""Heating - split type ductless system"", ""First aid kit"", ""TV"", ""Drying rack for clothing"", ""Refrigerator"", ""Wine glasses"", ""Oven"", ""Iron"", ""Lockbox"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Outdoor dining area"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Hangers"", ""Backyard"", ""Essentials"", ""Room-darkening shades"", ""Kitchen"", ""Baking sheet"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Cooking basics"", ""Fire extinguisher""]",18,,108,5400.0
142.0,49,Atenas,11146,0,0,0,"[""32 inch HDTV with Amazon Prime Video, Netflix"", ""Mini fridge"", ""Long term stays allowed"", ""Mosquito net"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Heating - split type ductless system"", ""First aid kit"", ""Refrigerator"", ""Safe"", ""Wine glasses"", ""Portable heater"", ""Iron"", ""Body soap"", ""Outdoor furniture"", ""Hot water"", ""Bed linens"", ""Wifi \u2013 47 Mbps"", ""Laundromat nearby"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Outdoor dining area"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Crib - available upon request"", ""Private patio or balcony"", ""Essentials"", ""Room-darkening shades"", ""Kitchen"", ""Shampoo"", ""City skyline view"", ""Coffee maker"", ""Clothing storage: wardrobe"", ""Microwave"", ""Paid parking garage off premises"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Smart lock"", ""Cooking basics"", ""Elevator"", ""Fire extinguisher""]",1,7.0,6,852.0
96.0,33,Atenas,16347,0,0,0,"[""Outdoor shower"", ""Baby bath - available upon request"", ""Mini fridge"", ""Long term stays allowed"", ""Keypad"", ""Extra pillows and blankets"", ""Smoke alarm"", ""First aid kit"", ""Heating"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wine glasses"", ""Exterior security cameras on property"", ""Conditioner"", ""Iron"", ""Body soap"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Laundromat nearby"", ""Shower gel"", ""Pets allowed"", ""Self check-in"", ""Hangers"", ""Clothing storage"", ""Room-darkening shades"", ""Crib"", ""Shampoo"", ""Wifi"", ""Housekeeping - available at extra cost"", ""Hair dryer"", ""43 inch HDTV"", ""High chair - available upon request"", ""Fire extinguisher""]",7,7.0,42,4032.0
114.0,45,Atenas,12636,0,0,0,"[""Coffee maker: espresso machine, Nespresso"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Dishwasher"", ""First aid kit"", ""TV"", ""Drying rack for clothing"", ""Refrigerator"", ""Safe"", ""Wine glasses"", ""Stainless steel double oven"", ""Conditioner"", ""Lockbox"", ""Iron"", ""Air conditioning"", ""Induction stove"", ""Hot water"", ""Clothing storage: closet"", ""Bed linens"", ""Authentics body soap"", ""Central heating"", ""Laundromat nearby"", ""Free parking on premises"", ""Dedicated workspace"", ""Dining table"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Free street parking"", ""Room-darkening shades"", ""Freezer"", ""Ethernet connection"", ""Wifi"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Elevator"", ""Washer"", ""Kitchen""]",0,2.0,0,0.0
50.0,36,Atenas,15321,0,0,0,"[""Long term stays allowed"", ""Stove"", ""Dishes and silverware"", ""First aid kit"", ""TV"", ""Heating"", ""Refrigerator"", ""Wine glasses"", ""Oven"", ""Iron"", ""Fire extinguisher"", ""Lockbox"", ""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Essentials"", ""Clothing storage"", ""Free street parking"", ""Crib"", ""Freezer"", ""Baking sheet"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Elevator"", ""Kitchen""]",9,56.0,54,2700.0
391.0,39,Atenas,12169,1,0,0,"[""32 inch HDTV with Netflix"", ""Long term stays allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Heating - split type ductless system"", ""First aid kit"", ""Drying rack for clothing"", ""Refrigerator"", ""Paid parking lot off premises"", ""Coffee maker: drip coffee maker, espresso machine"", ""Lockbox"", ""Iron"", ""Body soap"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Paid crib - available upon request"", ""Coffee"", ""Hangers"", ""Essentials"", ""Single oven"", ""Kitchen"", ""Baking sheet"", ""Shampoo"", ""Wifi"", ""City skyline view"", ""Microwave"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Cooking basics"", ""Fire extinguisher"", ""Books and reading material"", ""Pitsos stainless steel electric stove""]",1,9.0,6,2346.0
89.0,35,Atenas,8383,0,0,0,"[""Keypad"", ""Stove"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Table corner guards"", ""First aid kit"", ""Heating"", ""Refrigerator"", ""High chair"", ""Iron"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Self check-in"", ""40 inch HDTV"", ""Hangers"", ""Essentials"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Crib"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Private entrance"", ""Hair dryer"", ""AC - split type ductless system"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""Cooking basics"", ""Elevator"", ""Baby bath"", ""Fire extinguisher""]",13,23.0,78,6942.0
45.0,33,Atenas,7381,0,0,0,"[""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""First aid kit"", ""TV"", ""Heating"", ""Drying rack for clothing"", ""Refrigerator"", ""Wine glasses"", ""Oven"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Dedicated workspace"", ""Dining table"", ""Free washer \u2013 In unit"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Portable fans"", ""Clothing storage"", ""Free street parking"", ""Baking sheet"", ""Ethernet connection"", ""Wifi"", ""Electric stove"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Kitchen""]",28,1.0,168,7560.0
112.0,43,Atenas,15862,0,0,0,"[""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""First aid kit"", ""TV"", ""Heating"", ""Drying rack for clothing"", ""Refrigerator"", ""Wine glasses"", ""Oven"", ""Iron"", ""Lockbox"", ""Body soap"", ""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Laundromat nearby"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Clothing storage"", ""Crib"", ""Bathtub"", ""Freezer"", ""Kitchen"", ""Baking sheet"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Elevator"", ""Fire extinguisher"", ""Books and reading material""]",40,1.0,240,26880.0
71.0,47,Atenas,10785,0,0,0,"[""Long term stays allowed"", ""Mosquito net"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Smoke alarm"", ""Dishwasher"", ""First aid kit"", ""Drying rack for clothing"", ""55 inch HDTV with Netflix, standard cable"", ""Wine glasses"", ""Exterior security cameras on property"", ""Iron"", ""BOSCH refrigerator"", ""Body soap"", ""Outdoor furniture"", ""Blender"", ""Hot water"", ""Clothing storage: wardrobe and dresser"", ""Bed linens"", ""Central heating"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Dining table"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Free street parking"", ""Room-darkening shades"", ""Freezer"", ""Kitchen"", ""BOSCH electric stove"", ""Ethernet connection"", ""Baking sheet"", ""Shampoo"", ""Wifi"", ""Paid parking garage off premises"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""BOSCH oven"", ""Cooking basics"", ""Fire extinguisher""]",0,2.0,0,0.0
56.0,60,Atenas,8240,0,0,0,"[""Long term stays allowed"", ""Outlet covers"", ""Stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Smoke alarm"", ""First aid kit"", ""Drying rack for clothing"", ""Refrigerator"", ""Private backyard \u2013 Fully fenced"", ""Wine glasses"", ""Conditioner"", ""Oven"", ""Iron"", ""Body soap"", ""Outdoor furniture"", ""Ceiling fan"", ""Toaster"", ""Hot water"", ""Clothing storage: wardrobe and dresser"", ""Bed linens"", ""Central heating"", ""Host greets you"", ""Laundromat nearby"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Coffee"", ""Hangers"", ""Sound system"", ""Coffee maker: drip coffee maker"", ""Private patio or balcony"", ""Essentials"", ""Portable fans"", ""Free street parking"", ""Room-darkening shades"", ""Window guards"", ""Kitchen"", ""Baking sheet"", ""Ethernet connection"", ""Shampoo"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shared beach access"", ""Paid parking garage off premises"", ""Board games"", ""Hair dryer"", ""Hot water kettle"", ""AC - split type ductless system"", ""Children\u2019s dinnerware"", ""43 inch HDTV"", ""Record player"", ""Cooking basics"", ""Fire extinguisher"", ""Books and reading material""]",19,1.0,152,8512.0
99.0,49,Atenas,6878,0,0,0,"[""Zanussi electric stove"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Smoke alarm"", ""First aid kit"", ""Drying rack for clothing"", ""Wine glasses"", ""Inventor refrigerator"", ""Lockbox"", ""Iron"", ""Window AC unit"", ""Body soap"", ""Toaster"", ""Hot water"", ""Clothing storage: closet"", ""Bed linens"", ""Central heating"", ""Radiant heating"", ""Host greets you"", ""Laundromat nearby"", ""Dedicated workspace"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""32 inch HDTV"", ""Essentials"", ""Free street parking"", ""Room-darkening shades"", ""Freezer"", ""Kitchen"", ""Shampoo"", ""City skyline view"", ""Zanussi oven"", ""Coffee maker"", ""Microwave"", ""Trash compactor"", ""Hair dryer"", ""Fast wifi \u2013 99 Mbps"", ""Hot water kettle"", ""Cooking basics"", ""Elevator"", ""Fire extinguisher"", ""Books and reading material""]",46,4.0,255,25245.0
53.0,27,Atenas,9054,2,0,0,"[""Long term stays allowed"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""TV"", ""Heating"", ""Fast wifi \u2013 52 Mbps"", ""High chair"", ""Refrigerator"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Dedicated workspace"", ""Hangers"", ""Essentials"", ""Free street parking"", ""Crib"", ""Ethernet connection"", ""Shampoo"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hair dryer"", ""Elevator"", ""Fire extinguisher""]",9,15.0,54,2862.0
91.0,40,Atenas,19176,0,0,0,"[""Paid standalone high chair - available upon request"", ""Cleaning products"", ""Dishes and silverware"", ""Smoke alarm"", ""Heating - split type ductless system"", ""Drying rack for clothing"", ""Refrigerator"", ""Wine glasses"", ""Exterior security cameras on property"", ""Oven"", ""Iron"", ""Lockbox"", ""Body soap"", ""Outdoor furniture"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Coffee maker: Nespresso"", ""Dining table"", ""Shower gel"", ""Self check-in"", ""Paid crib - available upon request"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""55 inch HDTV"", ""Free street parking"", ""Bathtub"", ""Kitchen"", ""Baking sheet"", ""Shampoo"", ""Wifi"", ""Clothing storage: wardrobe"", ""Microwave"", ""Hair dryer"", ""Hot water kettle"", ""Cooking basics"", ""Elevator"", ""Paid pack \u2019n play/travel crib - available upon request""]",9,19.0,54,4914.0
46.0,22,Atenas,10406,2,0,0,"[""Game console"", ""Dishes and silverware"", ""Paid parking off premises"", ""First aid kit"", ""TV"", ""Heating"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Hangers"", ""Essentials"", ""Portable fans"", ""Ethernet connection"", ""Wifi"", ""Coffee maker"", ""Hair dryer"", ""Cooking basics"", ""Washer"", ""Kitchen""]",16,1.0,128,5888.0
575.0,7,Atenas,18353,1,0,0,"[""Wifi"", ""Self check-in"", ""Lockbox"", ""Iron"", ""Air conditioning"", ""Hair dryer"", ""TV""]",0,169.0,0,0.0
34.0,33,Atenas,16013,0,0,0,"[""Cleaning products"", ""Central air conditioning"", ""Dishes and silverware"", ""Cooking basics"", ""Heating - split type ductless system"", ""Drying rack for clothing"", ""Lockbox"", ""Window AC unit"", ""Body soap"", ""Hot water"", ""Clothing storage: closet"", ""Bed linens"", ""Coffee maker: Nespresso"", ""Laundromat nearby"", ""Dedicated workspace"", ""Shower gel"", ""Self check-in"", ""Coffee"", ""Hangers"", ""Essentials"", ""Portable fans"", ""Room-darkening shades"", ""Freezer"", ""Ethernet connection"", ""Shampoo"", ""Wifi"", ""Electric stove"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hair dryer"", ""Hot water kettle"", ""Morris refrigerator"", ""Kitchen""]",9,4.0,72,2448.0
53.0,30,Atenas,9052,2,0,0,"[""Long term stays allowed"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Heating"", ""Refrigerator"", ""High chair"", ""Iron"", ""Hot water"", ""Bed linens"", ""Host greets you"", ""Dedicated workspace"", ""Hangers"", ""Essentials"", ""Children\u2019s books and toys"", ""Free street parking"", ""Crib"", ""Ethernet connection"", ""Shampoo"", ""Wifi"", ""HDTV with Netflix"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hair dryer"", ""AC - split type ductless system"", ""Children\u2019s dinnerware"", ""Elevator"", ""Fire extinguisher""]",3,15.0,18,954.0
66.0,37,Atenas,16966,0,0,0,"[""Mini fridge"", ""Long term stays allowed"", ""Keypad"", ""Stove"", ""Cleaning products"", ""Dishes and silverware"", ""Smoke alarm"", ""Cooking basics"", ""TV"", ""Heating"", ""Drying rack for clothing"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wine glasses"", ""Oven"", ""Iron"", ""Body soap"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Shower gel"", ""Self check-in"", ""Hangers"", ""Essentials"", ""Free washer \u2013 In building"", ""Crib"", ""Kitchen"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Microwave"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Hot water kettle"", ""Single level home"", ""Free dryer \u2013 In building"", ""Fire extinguisher""]",16,6.0,96,6336.0
67.0,33,Atenas,11900,0,0,0,"[""Stove"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Smoke alarm"", ""First aid kit"", ""TV"", ""Heating"", ""Refrigerator"", ""Oven"", ""Iron"", ""Fire extinguisher"", ""Lockbox"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Dedicated workspace"", ""Self check-in"", ""Hangers"", ""Private patio or balcony"", ""Essentials"", ""Free street parking"", ""Room-darkening shades"", ""Shampoo"", ""Wifi"", ""Coffee maker"", ""Microwave"", ""Hair dryer"", ""Single level home"", ""Cooking basics"", ""Elevator"", ""Washer"", ""Kitchen""]",39,2.0,234,15678.0
296.0,24,Atenas,6659,1,0,0,"[""Keypad"", ""Paid parking on premises"", ""Smoke alarm"", ""First aid kit"", ""TV"", ""Heating"", ""High chair"", ""Smoking allowed"", ""Dryer"", ""Iron"", ""Fire extinguisher"", ""Air conditioning"", ""Hot water"", ""Breakfast"", ""Self check-in"", ""Hangers"", ""Essentials"", ""Shampoo"", ""Wifi"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Elevator"", ""Washer"", ""Kitchen""]",0,5.0,0,0.0
165.0,27,Atenas,9966,2,0,0,"[""Mini fridge"", ""Long term stays allowed"", ""Keypad"", ""Cleaning products"", ""First aid kit"", ""TV"", ""Heating"", ""Body soap"", ""Air conditioning"", ""Hot water"", ""Bed linens"", ""Coffee maker: Nespresso"", ""Dedicated workspace"", ""Self check-in"", ""Shared backyard \u2013 Fully fenced"", ""Coffee"", ""Hangers"", ""Essentials"", ""Room-darkening shades"", ""Crib"", ""Shampoo"", ""Wifi"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hair dryer"", ""Hot water kettle"", ""Fire extinguisher""]",0,4.0,0,0.0
